FileFormat:1
HWType:SPdbUSBm
Start Time : 2021/11/28 01:40:09
Intergration Time:
Interval:
Time,190,192,194,196,198,200,202,204,206,208,210,212,214,216,218,220,222,224,226,228,230,232,234,236,238,240,242,244,246,248,250,252,254,256,258,260,262,264,266,268,270,272,274,276,278,280,282,284,286,288,290,292,294,296,298,300,302,304,306,308,310,312,314,316,318,320,322,324,326,328,330,332,334,336,338,340,342,344,346,348,350,352,354,356,358,360,362,364,366,368,370,372,374,376,378,380,382,384,386,388,390,392,394,396,398,400,402,404,406,408,410,412,414,416,418,420,422,424,426,428,430,432,434,436,438,440,442,444,446,448,450,452,454,456,458,460,462,464,466,468,470,472,474,476,478,480,482,484,486,488,490,492,494,496,498,500,502,504,506,508,510,512,514,516,518,520,522,524,526,528,530,532,534,536,538,540,542,544,546,548,550,552,554,556,558,560,562,564,566,568,570,572,574,576,578,580,582,584,586,588,590,592,594,596,598,600,602,604,606,608,610,612,614,616,618,620,622,624,626,628,630,632,634,636,638,640,642,644,646,648,650,652,654,656,658,660,662,664,666,668,670,672,674,676,678,680,682,684,686,688,690,692,694,696,698,700,702,704,706,708,710,712,714,716,718,720,722,724,726,728,730,732,734,736,738,740,742,744,746,748,750,752,754,756,758
01:40:09.627,0,19,20,25,8,29,19,13,24,22,46,5,47,23,11,31,13,8,9,28,3,10,5,34,10,7,32,48,48,28,47,13,28,35,13,25,21,30,33,5,1,44,5,41,45,33,12,15,43,33,9,33,6,19,42,19,14,34,17,33,5,12,13,33,17,30,2,3,41,6,32,7,19,35,42,19,45,15,25,11,34,25,31,12,33,18,20,8,19,49,24,10,28,49,30,14,38,44,6,29,31,41,45,12,12,9,35,10,13,46,32,16,23,35,38,3,21,7,43,5,12,25,21,1,37,19,23,35,38,29,18,41,26,49,15,11,1,26,0,28,20,31,32,25,26,39,13,36,11,34,29,35,8,40,31,3,26,28,38,38,12,21,37,40,35,20,34,28,35,31,44,13,49,49,18,47,27,27,35,15,29,42,39,3,14,49,49,22,37,28,10,5,43,2,0,28,19,37,15,6,14,13,20,17,26,9,47,7,26,0,30,8,11,48,8,35,20,38,11,31,11,33,35,17,44,36,49,28,11,17,9,41,40,36,29,6,26,10,36,6,1,1,1,26,0,30,0,36,7,44,20,28,17,36,9,41,15,39,2,43,22,23,5,38,8,44,15,23,26,19,17,40,24,11,3,8,17,12,23,31,34,34,16,31,19
01:40:09.660,16,27,27,4,15,15,32,0,19,6,1,34,29,46,21,40,17,15,6,16,26,11,22,43,14,30,17,4,35,7,34,32,1,44,1,42,24,46,32,30,1,47,37,25,23,33,35,23,9,17,5,14,34,45,24,24,37,18,21,47,32,37,7,15,25,35,33,44,11,27,21,27,18,16,30,28,7,37,11,39,29,41,4,17,8,48,16,41,31,2,3,43,26,40,40,31,0,49,24,11,9,3,8,37,37,18,3,12,32,34,12,43,30,8,49,36,40,34,10,19,15,6,40,47,23,36,41,49,13,43,18,32,15,25,19,29,23,0,28,17,47,8,38,20,35,38,17,2,7,20,18,42,18,43,2,6,38,34,43,43,11,29,40,48,28,23,21,8,7,2,9,31,17,25,30,47,40,47,9,47,32,24,43,9,33,27,49,10,8,46,3,37,16,17,10,34,37,28,41,7,16,1,26,22,10,47,3,32,24,14,49,21,20,25,46,43,37,17,45,42,49,47,46,8,48,36,9,39,10,39,18,5,28,7,39,37,3,33,4,46,7,27,2,12,34,37,21,24,8,39,29,26,10,1,8,3,32,3,31,10,30,36,42,11,5,26,19,42,26,7,44,42,40,17,26,45,7,42,3,21,49,31,4,11,10
01:40:09.803,29,10,23,8,2,38,13,13,11,35,4,33,32,0,44,7,33,29,41,20,11,14,24,33,29,43,43,33,40,40,2,8,18,45,29,35,43,4,11,39,9,21,41,1,38,43,32,2,37,2,35,22,45,31,47,26,38,37,4,21,42,14,0,43,25,14,8,38,35,34,31,5,7,49,24,38,2,46,22,19,41,29,32,3,29,36,24,46,2,25,30,30,33,1,49,19,43,46,7,42,18,29,37,21,36,1,28,41,35,8,23,27,4,8,38,29,12,26,20,34,32,18,28,48,5,23,18,6,23,17,45,38,21,12,12,16,13,38,35,33,39,30,29,10,23,10,18,12,15,31,47,47,45,14,11,31,47,10,28,31,35,8,13,11,19,17,33,13,23,46,26,46,28,35,14,15,29,27,33,4,40,45,25,14,3,47,28,5,47,46,16,44,48,28,29,6,1,47,34,47,28,12,6,2,11,15,5,17,23,41,32,25,10,44,35,46,49,5,34,40,22,15,24,5,25,33,49,32,47,13,38,46,19,6,19,9,18,28,11,21,19,39,47,0,1,37,33,17,48,36,34,28,12,0,47,43,48,17,6,40,10,22,40,18,42,33,9,24,5,42,24,4,18,19,24,12,7,32,11,36,37,41,17,13,28
01:40:09.924,25,3,13,24,46,45,45,22,19,47,38,15,7,31,2,5,48,47,36,14,47,0,47,3,38,8,34,28,36,3,2,8,6,34,29,46,30,43,11,25,23,26,14,38,24,12,38,14,40,12,9,22,14,35,24,23,38,37,15,29,24,1,0,30,36,35,7,12,23,31,17,44,3,15,13,23,43,2,5,44,39,11,19,34,37,16,4,46,26,30,22,35,49,8,22,4,49,0,19,43,9,3,38,12,17,28,38,26,44,18,9,5,40,19,6,46,40,33,31,4,48,22,48,37,22,30,6,48,13,8,25,43,47,23,11,16,12,17,23,18,8,24,49,14,16,39,44,9,32,36,27,17,41,0,47,32,47,29,22,44,33,20,49,18,33,45,38,30,7,9,33,18,3,31,45,41,12,40,44,14,43,0,20,30,32,1,31,11,14,30,29,26,33,10,29,40,18,6,33,12,32,0,43,9,24,30,13,23,22,42,43,44,32,12,29,47,30,14,3,42,34,1,27,35,19,25,0,25,2,39,7,23,17,28,32,37,12,29,34,32,37,35,30,38,39,46,17,42,11,33,4,19,39,19,37,10,6,30,17,38,32,14,26,4,37,25,18,37,10,36,44,42,1,24,15,43,48,3,6,45,17,7,45,44,11
01:40:10.49,31,14,30,30,4,4,9,6,48,14,46,40,28,0,19,6,14,22,18,15,4,9,15,31,36,1,24,24,41,22,25,8,1,32,21,11,43,7,39,36,12,17,17,40,43,34,6,8,29,8,43,1,39,2,8,27,35,43,26,17,15,26,0,33,32,23,41,41,22,1,43,17,13,11,0,13,22,0,39,43,14,3,6,21,46,22,14,25,43,25,13,19,5,4,37,13,39,22,22,38,49,25,38,2,49,4,42,13,0,6,18,33,41,18,43,9,5,18,44,25,48,44,26,21,27,20,44,44,1,9,8,2,41,0,26,46,29,40,7,11,48,47,38,25,25,13,9,8,37,8,12,19,31,13,44,29,29,28,47,2,10,25,40,38,39,19,44,38,43,46,8,47,43,47,36,19,34,30,1,38,27,41,30,3,22,16,22,47,37,39,2,43,34,24,26,27,7,2,49,12,3,32,41,46,49,12,49,21,29,27,38,30,10,26,0,1,11,16,17,16,2,17,44,11,48,43,37,43,34,0,19,3,34,38,28,26,41,41,22,30,36,16,8,46,9,6,30,14,36,12,14,41,9,16,13,39,34,0,18,35,40,29,32,0,49,25,1,0,15,33,14,2,6,19,4,27,32,45,2,32,8,43,15,37,35
01:40:10.174,29,39,15,32,16,10,34,48,43,0,30,34,16,44,10,43,39,0,42,29,24,42,28,4,15,43,42,10,13,42,16,47,21,16,1,43,23,28,44,33,1,6,31,48,22,18,21,48,47,37,12,14,27,0,15,24,36,4,17,6,39,41,27,38,33,37,28,29,29,17,19,26,7,13,44,7,9,15,3,9,9,3,33,20,0,14,33,10,31,17,49,37,33,14,7,29,0,41,37,7,7,27,4,16,11,29,9,16,18,12,10,4,40,2,6,44,38,0,43,9,30,21,5,0,8,28,22,3,32,3,7,13,6,22,4,3,41,42,42,21,49,10,31,5,25,29,38,13,16,20,8,34,24,10,25,32,18,17,2,49,16,18,4,47,48,20,2,9,48,5,37,35,16,22,10,45,48,25,2,5,29,25,1,8,37,28,18,36,15,34,49,2,5,40,2,46,5,19,14,16,32,5,31,16,10,17,22,27,31,1,4,18,2,38,30,31,20,2,46,35,23,25,3,10,20,35,45,3,28,27,14,46,32,21,43,49,18,5,24,42,35,32,10,29,42,42,25,12,24,47,24,25,13,28,48,10,36,5,16,10,17,13,36,7,8,8,45,20,10,2,4,37,25,24,6,18,48,17,30,20,14,30,30,42,24
01:40:10.329,13,43,20,37,47,39,29,31,32,34,18,38,5,49,2,2,47,14,28,9,17,30,26,46,24,13,24,24,30,30,6,36,16,7,32,11,27,41,49,37,16,5,37,16,11,26,26,23,28,21,8,6,33,0,7,36,11,22,15,41,36,3,14,41,29,28,46,16,23,6,19,45,28,48,18,39,42,29,31,35,5,19,14,47,37,39,28,29,9,7,13,8,45,5,16,30,36,43,3,47,38,35,15,33,11,26,18,45,38,25,1,18,44,39,46,35,14,16,14,0,13,12,41,39,47,30,35,10,49,6,25,37,23,34,7,34,48,13,26,31,16,31,6,40,17,31,15,19,48,22,14,21,45,24,5,21,41,9,15,35,45,12,12,26,25,41,35,11,27,33,43,19,33,12,36,22,27,47,10,40,39,23,40,21,12,6,19,17,17,24,44,6,1,25,44,19,7,28,13,9,39,39,11,45,36,33,18,49,33,1,14,25,9,16,8,29,13,27,0,42,0,4,13,48,45,34,36,30,47,8,22,18,26,14,15,0,37,34,44,46,7,41,0,39,47,41,3,10,39,15,31,31,23,18,37,11,38,13,41,9,3,16,25,25,42,34,44,42,28,16,13,45,29,35,7,26,11,32,32,16,49,13,4,37,49
01:40:10.424,13,13,5,23,18,2,40,18,25,1,48,18,29,42,16,48,33,19,46,26,25,42,20,13,1,43,0,41,10,1,11,33,43,29,32,46,38,31,42,8,41,18,30,44,36,32,3,26,49,42,0,38,3,48,18,18,3,8,12,28,0,26,37,26,22,3,4,38,40,48,16,32,45,29,3,20,5,48,34,49,25,41,30,4,1,36,32,17,38,42,22,26,4,44,23,13,1,31,42,12,25,18,29,12,5,31,14,39,38,43,39,8,34,21,38,2,6,47,31,10,25,33,25,9,31,33,29,3,38,33,0,48,46,42,13,42,0,16,19,21,0,12,9,7,30,10,34,22,40,42,23,2,19,19,33,13,12,14,7,7,8,34,3,41,39,18,23,16,34,42,25,13,33,4,13,37,15,45,16,16,42,40,32,29,25,39,18,32,35,4,22,0,16,12,44,23,5,23,28,32,6,22,4,18,14,37,15,14,16,14,27,16,27,13,37,4,19,1,11,13,5,11,2,31,29,43,33,16,9,22,21,10,5,42,43,32,6,33,4,32,43,30,24,3,8,2,48,47,31,23,35,13,12,14,13,14,40,17,37,3,18,9,48,23,35,6,21,29,20,21,1,39,13,16,21,19,29,45,14,39,37,8,38,47,47
01:40:10.448,47,17,24,36,2,44,4,18,37,6,47,29,48,38,2,24,35,37,33,3,21,6,6,4,5,30,17,39,46,48,32,31,43,29,21,11,28,46,33,44,44,8,5,40,19,3,42,4,1,12,25,46,16,2,28,19,16,17,35,35,18,35,5,7,9,42,48,32,49,31,24,2,18,47,37,30,0,40,39,4,17,11,13,11,18,29,42,27,19,23,16,6,36,41,7,13,31,2,21,7,15,13,7,44,29,5,30,44,15,43,33,49,2,21,0,4,28,12,19,21,48,22,15,25,16,27,49,41,27,17,24,36,36,11,41,7,10,10,21,4,10,46,34,28,15,42,24,18,31,30,43,33,12,48,24,19,42,25,39,25,8,16,43,18,40,46,49,41,33,12,36,13,32,15,15,4,4,17,3,28,17,18,5,31,21,15,12,9,21,47,43,4,40,27,0,15,17,25,14,30,34,44,27,14,25,47,37,22,48,20,14,19,29,16,27,38,42,34,20,15,4,47,42,32,38,29,27,38,41,46,26,46,42,12,19,7,19,9,30,34,15,28,37,29,42,9,45,44,1,9,26,36,26,32,1,15,7,38,8,44,20,13,37,42,24,37,41,19,9,42,32,16,13,37,9,10,1,12,6,39,15,10,18,13,9
