FileFormat:1
HWType:SPdbUSBm
Start Time : 2021/11/28 01:40:01
Intergration Time:
Interval:
Time,190,192,194,196,198,200,202,204,206,208,210,212,214,216,218,220,222,224,226,228,230,232,234,236,238,240,242,244,246,248,250,252,254,256,258,260,262,264,266,268,270,272,274,276,278,280,282,284,286,288,290,292,294,296,298,300,302,304,306,308,310,312,314,316,318,320,322,324,326,328,330,332,334,336,338,340,342,344,346,348,350,352,354,356,358,360,362,364,366,368,370,372,374,376,378,380,382,384,386,388,390,392,394,396,398,400,402,404,406,408,410,412,414,416,418,420,422,424,426,428,430,432,434,436,438,440,442,444,446,448,450,452,454,456,458,460,462,464,466,468,470,472,474,476,478,480,482,484,486,488,490,492,494,496,498,500,502,504,506,508,510,512,514,516,518,520,522,524,526,528,530,532,534,536,538,540,542,544,546,548,550,552,554,556,558,560,562,564,566,568,570,572,574,576,578,580,582,584,586,588,590,592,594,596,598,600,602,604,606,608,610,612,614,616,618,620,622,624,626,628,630,632,634,636,638,640,642,644,646,648,650,652,654,656,658,660,662,664,666,668,670,672,674,676,678,680,682,684,686,688,690,692,694,696,698,700,702,704,706,708,710,712,714,716,718,720,722,724,726,728,730,732,734,736,738,740,742,744,746,748,750,752,754,756,758
01:40:01.629,45,6,45,49,17,17,19,27,17,23,40,17,32,38,23,12,36,9,36,29,11,17,28,34,14,3,47,14,0,30,45,24,42,20,32,8,25,35,27,38,31,2,44,31,4,8,30,35,28,13,11,15,4,41,42,25,20,44,8,25,34,29,24,47,44,46,24,45,30,16,1,1,29,7,24,49,16,1,30,30,28,17,3,39,9,10,33,31,0,15,31,45,36,15,3,13,1,27,13,44,12,4,6,43,7,42,43,5,39,4,35,18,38,48,15,12,43,45,14,42,23,12,5,1,11,36,48,39,2,7,12,36,2,26,33,0,18,26,16,4,39,6,17,39,27,0,49,22,23,47,47,29,23,3,26,0,47,24,31,5,44,18,20,20,15,11,28,39,23,45,13,19,29,29,39,26,21,19,46,3,25,47,38,34,15,19,24,16,9,26,32,47,33,22,19,15,8,41,21,42,43,44,44,16,1,49,25,7,49,19,28,31,6,17,31,17,28,40,11,47,12,8,3,29,31,48,49,15,44,12,0,15,32,47,11,37,24,48,2,43,9,4,39,26,27,0,33,21,18,40,25,24,14,14,9,2,16,40,23,43,0,32,6,41,42,31,44,41,12,6,4,16,24,35,15,36,19,1,4,16,32,9,29,39,28
01:40:01.678,6,48,8,36,0,1,10,40,47,17,48,16,38,2,27,37,39,36,28,49,14,15,39,9,44,37,49,3,15,6,23,10,12,17,31,44,40,46,35,17,43,16,28,25,6,41,21,0,10,26,40,27,38,24,34,19,47,20,7,14,8,0,33,36,12,39,7,12,5,43,10,34,32,39,46,27,14,10,12,44,22,25,25,44,47,14,20,25,15,22,16,10,35,4,18,39,40,35,14,20,14,38,18,33,13,23,6,17,5,6,2,4,34,10,27,49,48,36,26,13,42,6,45,6,27,1,12,25,28,31,47,42,13,9,38,29,14,1,44,32,0,42,27,40,20,43,40,49,39,11,39,20,8,43,0,4,16,48,44,2,47,43,36,16,11,17,48,46,48,24,20,29,17,5,30,6,38,16,47,32,22,29,7,31,2,41,13,22,4,5,42,33,0,24,3,26,36,3,23,21,11,34,48,8,17,17,18,24,43,7,30,3,31,27,8,30,38,40,11,38,1,8,6,12,15,6,24,38,30,1,10,49,30,42,33,40,34,23,29,6,43,30,14,10,31,39,45,29,29,43,41,23,34,14,11,24,17,18,13,6,18,48,40,28,43,2,2,39,46,35,0,3,29,24,37,32,3,2,42,44,22,12,24,26,24
01:40:01.820,33,10,8,29,45,47,26,3,39,28,39,4,36,2,5,47,31,46,40,30,15,41,27,0,0,3,45,16,34,11,30,27,25,27,13,3,45,3,43,22,27,24,12,36,22,38,41,13,1,42,7,10,15,26,29,31,21,4,29,14,15,21,34,17,35,36,15,21,16,41,46,2,1,27,11,34,4,41,30,19,41,7,46,18,3,49,2,2,39,42,1,0,0,30,22,27,46,41,36,46,15,38,8,29,45,0,21,23,2,36,4,10,11,0,33,9,48,11,17,45,5,21,4,29,34,24,46,9,31,21,49,47,29,8,44,36,20,4,30,48,19,47,37,26,32,41,16,4,27,38,20,22,11,24,8,9,12,10,28,13,21,13,44,25,27,27,27,42,11,23,46,21,1,37,39,8,23,27,49,0,49,11,28,17,20,10,23,18,9,21,12,49,2,47,30,21,22,31,49,13,6,29,34,11,18,49,0,46,4,15,31,40,31,33,39,28,13,38,25,47,18,33,30,19,46,33,10,19,31,43,28,2,22,11,25,38,45,24,21,11,32,24,16,25,40,34,19,16,6,17,34,12,34,45,31,44,38,12,39,26,4,7,25,1,19,32,44,4,45,10,13,45,26,39,21,19,26,4,1,38,43,13,24,13,11
01:40:01.951,8,7,23,44,32,46,39,44,49,28,41,1,6,19,49,28,49,36,24,37,13,35,11,32,32,31,24,14,31,35,25,10,7,26,11,9,19,3,43,31,24,17,7,49,28,41,19,21,5,30,23,19,16,34,15,47,0,35,34,9,36,33,24,16,32,22,20,17,33,8,45,35,11,20,10,26,4,4,22,21,11,21,2,13,16,4,32,45,38,12,34,38,40,5,4,34,47,32,15,26,27,39,49,9,16,13,33,1,7,20,43,44,17,17,3,39,11,46,26,43,29,10,4,43,36,21,13,36,34,37,37,37,1,39,18,19,29,11,6,40,6,25,24,26,28,23,17,39,10,41,18,48,7,10,47,46,10,39,26,16,30,42,15,36,1,12,17,6,2,18,34,39,10,22,13,31,30,17,32,9,49,35,0,46,24,38,5,20,16,25,47,22,38,6,26,4,7,21,14,45,15,3,0,46,20,23,41,7,45,46,25,42,1,6,17,29,6,48,5,1,22,33,15,30,44,15,18,14,1,45,7,32,10,6,25,42,7,10,44,16,14,3,12,7,7,9,0,27,2,35,39,0,16,41,34,15,28,16,35,45,32,32,43,4,24,7,41,15,23,41,32,21,37,46,22,9,18,18,11,11,36,25,0,20,13
01:40:02.121,39,22,11,31,37,23,15,16,13,0,4,36,11,17,35,8,41,42,15,48,6,34,11,49,39,33,48,30,39,39,47,14,0,31,12,21,1,12,12,28,10,47,45,30,11,32,49,45,26,23,20,37,32,4,36,8,34,3,22,32,38,21,15,43,30,20,2,24,26,49,37,45,22,3,35,12,3,5,20,49,9,48,32,8,2,6,42,40,7,20,2,45,12,21,42,22,24,35,25,27,5,12,4,39,5,27,31,6,43,40,44,13,35,24,28,4,21,16,38,38,28,35,42,6,46,42,24,21,22,9,0,32,21,17,17,23,12,26,21,47,45,3,29,47,13,15,42,37,16,47,38,20,16,6,42,32,8,31,46,44,18,23,35,6,13,34,21,42,27,29,5,34,37,3,32,3,15,32,8,4,36,19,43,34,16,34,2,40,23,36,38,8,10,37,45,15,13,25,17,37,17,34,0,29,33,20,37,32,36,4,26,12,12,37,17,8,3,18,18,49,9,29,26,48,39,5,1,40,29,37,22,39,30,45,49,34,8,28,25,20,24,4,2,46,37,3,0,31,21,9,0,22,9,9,12,13,40,33,20,22,15,34,32,25,29,43,7,19,34,42,6,20,47,39,35,3,22,3,40,36,0,6,45,17,29
01:40:02.273,19,28,8,31,15,22,6,38,26,43,22,22,48,22,32,38,37,9,0,26,17,13,32,32,38,43,5,40,11,43,42,44,30,40,21,40,26,25,8,42,10,46,15,43,5,25,36,18,22,5,14,31,49,3,34,36,32,44,12,43,18,44,43,12,47,7,32,22,14,31,11,27,32,8,32,9,30,4,7,31,37,11,42,22,45,16,29,29,24,32,28,15,24,10,25,41,17,44,20,27,42,39,38,45,25,47,37,41,4,28,27,0,41,12,23,7,1,31,22,38,17,16,13,0,26,13,17,1,49,37,15,19,4,18,4,8,29,31,34,49,5,24,7,5,16,5,22,23,17,8,34,10,20,9,18,11,33,28,49,9,5,40,14,44,49,17,14,2,0,13,19,3,46,8,19,48,37,17,42,42,48,37,16,26,43,16,20,46,44,25,30,30,20,21,34,8,23,27,40,4,7,31,13,2,18,44,0,46,44,39,19,16,32,5,23,6,12,8,33,19,19,35,27,34,30,8,18,22,41,24,21,26,36,48,36,25,12,6,33,41,21,41,37,47,26,40,34,16,11,10,35,7,17,29,36,24,33,41,44,19,36,41,44,45,12,12,42,9,33,3,29,23,34,25,46,4,4,6,26,7,30,4,11,31,4
01:40:02.426,15,28,5,3,27,27,42,32,47,27,16,18,13,12,21,41,18,49,21,33,9,44,19,15,25,36,7,44,23,19,28,7,44,13,28,41,2,11,27,24,38,26,41,32,16,18,44,14,16,36,33,34,42,30,46,47,43,0,28,20,32,17,30,29,30,25,27,26,42,13,5,32,21,22,24,16,8,8,8,28,30,0,34,25,12,36,38,43,5,38,14,32,15,35,24,5,19,9,25,41,6,21,43,45,37,34,15,13,33,38,48,15,44,26,38,39,0,35,19,9,37,0,14,43,22,40,43,44,38,26,22,35,41,39,13,33,21,11,3,38,23,6,19,12,2,42,11,36,41,44,9,13,5,33,1,48,37,2,10,44,40,32,38,24,38,28,49,16,32,41,43,42,6,16,27,37,11,14,9,7,38,11,12,25,2,23,45,8,40,21,42,16,26,20,39,49,3,44,16,34,40,34,43,35,13,0,47,20,40,49,8,1,3,24,10,2,10,37,40,25,34,33,31,11,23,7,33,19,30,34,46,4,36,44,16,19,16,15,45,38,45,40,39,2,44,1,1,15,2,32,13,4,3,33,17,23,32,38,22,9,35,17,45,42,11,1,35,4,26,9,11,49,6,12,48,46,30,24,45,28,16,2,10,37,16
01:40:02.542,1,10,27,10,9,2,39,36,19,44,36,43,20,47,26,36,23,9,43,7,45,1,35,37,1,39,45,17,47,14,8,15,41,46,29,28,18,29,23,44,22,12,24,33,45,20,21,18,12,11,45,27,44,21,4,29,35,41,18,1,37,48,13,41,24,36,36,25,13,9,1,22,34,27,2,15,39,48,8,42,38,9,46,27,1,44,48,9,14,45,16,2,28,13,9,35,13,41,22,4,4,20,2,14,38,0,11,17,20,21,37,21,45,4,11,39,6,11,40,47,13,7,49,21,47,3,9,29,11,31,25,45,15,35,47,44,42,12,5,16,47,47,21,23,4,35,11,0,37,7,26,25,31,26,21,18,49,9,20,40,15,42,28,17,7,12,15,30,34,8,14,35,15,7,41,48,2,18,0,14,4,4,44,19,12,34,30,39,3,19,17,13,0,48,43,18,21,40,44,32,5,38,42,10,22,43,29,32,34,6,36,48,1,49,19,28,7,46,16,10,11,0,0,3,20,23,40,27,12,41,19,16,11,49,18,43,23,45,46,10,7,46,10,24,10,5,20,15,13,29,23,35,45,37,39,2,25,23,17,47,42,15,44,32,27,39,45,41,33,30,46,38,49,22,16,13,49,41,21,3,39,2,44,41,46
01:40:02.558,39,30,42,22,32,3,17,22,19,20,18,24,4,8,15,5,5,23,34,19,36,24,6,5,2,13,7,17,45,42,13,13,18,14,44,3,42,13,13,17,20,41,31,38,20,45,8,1,43,8,30,30,10,44,27,9,4,8,47,14,47,1,44,11,31,0,29,24,0,0,46,48,9,43,41,44,38,13,27,49,43,19,32,27,27,13,42,40,12,40,11,1,24,20,39,4,39,11,5,9,4,48,20,5,46,36,14,40,2,11,22,30,29,16,13,2,19,40,14,34,46,40,9,19,46,34,25,44,35,5,21,29,48,36,17,47,19,9,45,10,22,47,25,6,36,41,33,12,4,6,39,0,25,38,21,25,42,49,5,22,8,33,17,13,29,11,0,33,37,41,3,1,11,33,44,11,1,25,21,18,35,31,47,40,14,42,30,19,34,34,45,27,44,11,6,1,47,32,39,7,45,42,21,35,32,9,21,16,1,7,20,37,5,10,18,35,33,31,10,7,37,22,39,35,16,20,4,38,19,18,31,38,2,19,29,28,31,35,28,17,42,36,11,47,12,22,7,38,45,27,28,44,47,31,1,34,43,25,8,1,19,11,13,18,21,25,43,35,40,25,25,6,0,21,33,4,23,0,28,24,24,11,9,14,37
